customer_id,email,first_name,last_name,created_at,accepts_marketing,total_spent,orders_count,acquisition_source,acquisition_date,default_country,gender_segment_affinity
cust_000022,jamal.okafor.22@example-fake.com,Jamal,Okafor,2024-06-01T19:34:54,true,268.88,3,google/cpc/PMax_Menswear_UK,2024-06-01,ES,mens
cust_000023,finn.kumar.23@example-fake.com,Finn,Kumar,2024-06-01T08:54:25,false,368.22,4,direct/none/direct,2024-06-01,GB,mens
cust_000024,marcus.gupta.24@example-fake.com,Marcus,Gupta,2024-06-01T17:41:36,false,139.50,1,tiktok/organic_social/direct,2024-06-01,GB,mens
cust_000025,raj.ibrahim.25@example-fake.com,Raj,Ibrahim,2024-06-01T10:03:08,true,415.87,5,klaviyo/email/Win_Back,2024-06-01,GB,mens
cust_000026,grace.ahmed.26@example-fake.com,Grace,Ahmed,2024-06-01T11:28:58,false,843.89,6,google/cpc/Brand_Search_EU,2024-06-01,US,mens
cust_000027,zara.okafor.27@example-fake.com,Zara,Okafor,2024-06-01T16:48:10,true,726.94,5,direct/none/direct,2024-06-01,GB,mens
cust_000028,chen.patel.28@example-fake.com,Chen,Patel,2024-06-01T21:13:25,true,615.26,5,direct/none/direct,2024-06-01,GB,mens
cust_000029,ananya.kumar.29@example-fake.com,Ananya,Kumar,2024-06-01T16:02:31,false,303.64,3,instagram/paid_social/Prospecting_Mens_UK,2024-06-01,GB,mens
cust_000030,yusuf.mensah.30@example-fake.com,Yusuf,Mensah,2024-06-01T21:52:09,true,287.94,3,google/cpc/Shopping_Hoodies_UK,2024-06-01,GB,mens
cust_000031,emeka.asante.31@example-fake.com,Emeka,Asante,2024-06-01T22:31:52,true,488.45,3,google/cpc/Shopping_Tees_UK,2024-06-01,GB,mens
cust_000032,oluwaseun.taylor.32@example-fake.com,Oluwaseun,Taylor,2024-06-01T20:42:43,true,55.78,1,direct/none/direct,2024-06-01,NL,mens
cust_000033,blessing.kumar.33@example-fake.com,Blessing,Kumar,2024-06-01T15:49:29,false,100.01,1,organic/organic/direct,2024-06-01,GB,mens
cust_000034,yuki.thompson.34@example-fake.com,Yuki,Thompson,2024-06-01T20:20:51,false,129.17,1,google/cpc/Shopping_Tees_UK,2024-06-01,IT,mens
cust_000035,patrick.taylor.35@example-fake.com,Patrick,Taylor,2024-06-01T14:08:10,true,859.88,5,google/cpc/PMax_Menswear_UK,2024-06-01,US,mens
cust_000036,aisha.watanabe.36@example-fake.com,Aisha,Watanabe,2024-06-01T14:12:26,true,614.76,4,google/cpc/PMax_Menswear_UK,2024-06-01,US,mens
cust_000037,liam.okafor.37@example-fake.com,Liam,Okafor,2024-06-01T22:02:10,false,1001.66,8,direct/none/direct,2024-06-01,GB,mens
cust_000038,ewa.asante.38@example-fake.com,Ewa,Asante,2024-06-01T21:56:53,true,963.82,6,organic/organic/direct,2024-06-01,GB,mens
cust_000039,yusuf.nowicki.39@example-fake.com,Yusuf,Nowicki,2024-06-01T09:45:30,true,572.26,6,facebook/paid_social/Prospecting_Mens_UK,2024-06-01,GB,mens
cust_000040,kwame.martinez.40@example-fake.com,Kwame,Martinez,2024-06-01T16:48:11,true,555.50,6,google/cpc/Shopping_Tees_UK,2024-06-01,GB,mens
cust_000041,priya.ibrahim.41@example-fake.com,Priya,Ibrahim,2024-06-01T22:28:23,true,195.94,2,google/cpc/Brand_Search_EU,2024-06-01,GB,mens
cust_000042,ewa.johnson.42@example-fake.com,Ewa,Johnson,2024-06-01T19:59:49,true,657.49,6,tiktok/organic_social/direct,2024-06-01,GB,mens
cust_000043,chioma.kim.43@example-fake.com,Chioma,Kim,2024-06-01T20:52:13,true,583.15,5,organic/organic/direct,2024-06-01,GB,mens
cust_000044,stefan.davies.44@example-fake.com,Stefan,Davies,2024-06-01T16:03:42,true,510.89,4,google/cpc/Shopping_Tees_UK,2024-06-01,GB,mens
cust_000045,chloe.patel.45@example-fake.com,Chloe,Patel,2024-06-01T08:39:56,true,593.71,5,google/cpc/PMax_Menswear_UK,2024-06-01,GB,mens
cust_000046,dmitri.tanaka.46@example-fake.com,Dmitri,Tanaka,2024-06-01T14:07:27,true,130.50,1,google/cpc/Brand_Search_UK,2024-06-01,GB,mens
cust_000047,nadia.brown.47@example-fake.com,Nadia,Brown,2024-06-01T09:12:29,true,706.80,7,tiktok/organic_social/direct,2024-06-01,GB,mens
cust_000048,blessing.hussain.48@example-fake.com,Blessing,Hussain,2024-06-01T10:28:01,true,1429.77,7,organic/organic/direct,2024-06-01,GB,mens
cust_000049,sienna.okafor.49@example-fake.com,Sienna,Okafor,2024-06-01T14:11:15,true,305.00,1,klaviyo/email/Restock_Alert,2024-06-01,GB,mens
cust_000050,isla.sharma.50@example-fake.com,Isla,Sharma,2024-06-01T13:09:44,true,1068.09,5,tiktok/organic_social/direct,2024-06-01,GB,mens
cust_000051,oliver.lopez.51@example-fake.com,Oliver,Lopez,2024-06-01T12:43:00,true,546.51,5,direct/none/direct,2024-06-01,GB,mens
cust_000052,callum.hassan.52@example-fake.com,Callum,Hassan,2024-06-01T10:02:24,true,145.00,1,direct/none/direct,2024-06-01,GB,mens
cust_000053,suki.chen.53@example-fake.com,Suki,Chen,2024-06-01T14:14:51,true,621.84,7,google/cpc/Shopping_Hoodies_UK,2024-06-01,GB,mens
cust_000054,marta.williams.54@example-fake.com,Marta,Williams,2024-06-01T18:39:28,true,842.55,4,instagram/paid_social/Prospecting_Mens_UK,2024-06-01,IT,mens
cust_000055,liam.muller.55@example-fake.com,Liam,Muller,2024-06-01T22:43:16,false,192.00,1,facebook/paid_social/Retargeting_AllUsers,2024-06-01,GB,mens
cust_000056,nikolai.nowak.56@example-fake.com,Nikolai,Nowak,2024-06-01T14:11:42,false,902.11,5,tiktok/organic_social/direct,2024-06-01,GB,mens
cust_000057,wei.kumar.57@example-fake.com,Wei,Kumar,2024-06-01T22:50:09,false,487.21,4,google/cpc/Shopping_Tees_UK,2024-06-01,GB,mens
cust_000058,adebayo.ibrahim.58@example-fake.com,Adebayo,Ibrahim,2024-06-01T21:51:15,true,1032.70,6,google/cpc/PMax_Menswear_UK,2024-06-01,GB,mens
cust_000059,oluwaseun.johnson.59@example-fake.com,Oluwaseun,Johnson,2024-06-01T20:29:42,false,764.12,4,klaviyo/email/Drop_Announcement,2024-06-01,GB,mens
cust_000060,arjun.singh.60@example-fake.com,Arjun,Singh,2024-06-01T10:35:03,true,89.16,1,facebook/paid_social/Retargeting_AllUsers,2024-06-01,ES,mens
cust_000061,kwame.nowak.61@example-fake.com,Kwame,Nowak,2024-06-01T14:41:51,true,281.33,2,google/cpc/Shopping_Hoodies_UK,2024-06-01,GB,mens
cust_000062,tariq.garcia.62@example-fake.com,Tariq,Garcia,2024-06-01T21:14:25,false,366.92,5,direct/none/direct,2024-06-01,GB,mens
cust_000063,mohammed.adeyemi.63@example-fake.com,Mohammed,Adeyemi,2024-06-01T15:25:55,true,503.92,5,google/cpc/Brand_Search_UK,2024-06-01,GB,mens
cust_000064,rosa.larsson.64@example-fake.com,Rosa,Larsson,2024-06-01T15:06:03,true,364.83,4,klaviyo/email/Welcome_Flow,2024-06-01,GB,mens
cust_000065,ravi.evans.65@example-fake.com,Ravi,Evans,2024-06-01T11:59:33,true,272.61,2,instagram/paid_social/Prospecting_Mens_UK,2024-06-01,US,mens
cust_000066,nikolai.taylor.66@example-fake.com,Nikolai,Taylor,2024-06-01T21:56:24,false,330.86,4,google/cpc/PMax_Menswear_UK,2024-06-01,US,mens
cust_000067,tomasz.williams.67@example-fake.com,Tomasz,Williams,2024-06-01T09:38:26,true,447.49,3,google/cpc/Generic_Streetwear_UK,2024-06-01,GB,mens
cust_000068,nadia.garcia.68@example-fake.com,Nadia,Garcia,2024-06-01T09:16:28,false,348.88,3,direct/none/direct,2024-06-01,GB,mens
cust_000069,wei.tanaka.69@example-fake.com,Wei,Tanaka,2024-06-01T17:14:23,false,520.95,4,instagram/paid_social/Prospecting_Mens_EU,2024-06-01,GB,mens
cust_000070,james.williams.70@example-fake.com,James,Williams,2024-06-01T18:19:38,true,184.68,3,direct/none/direct,2024-06-01,GB,mens
cust_000071,aisha.ahmed.71@example-fake.com,Aisha,Ahmed,2024-06-01T09:56:58,true,719.83,4,facebook/paid_social/Prospecting_Mens_UK,2024-06-01,GB,mens
cust_000072,idris.singh.72@example-fake.com,Idris,Singh,2024-06-01T22:21:26,true,52.95,1,klaviyo/email/Abandoned_Cart,2024-06-01,US,mens
cust_000073,oluwaseun.evans.73@example-fake.com,Oluwaseun,Evans,2024-06-01T15:55:01,true,764.18,4,direct/none/direct,2024-06-01,GB,mens
cust_000074,kofi.patel.74@example-fake.com,Kofi,Patel,2024-06-01T13:14:10,false,411.95,3,organic/organic/direct,2024-06-01,GB,mens
cust_000075,yusuf.park.75@example-fake.com,Yusuf,Park,2024-06-01T21:39:11,true,387.21,4,direct/none/direct,2024-06-01,US,mens
cust_000076,daniel.okafor.76@example-fake.com,Daniel,Okafor,2024-06-01T08:25:41,false,540.87,4,direct/none/direct,2024-06-01,GB,mens
cust_000077,aisha.adeyemi.77@example-fake.com,Aisha,Adeyemi,2024-06-01T10:56:36,true,81.67,1,google/cpc/Brand_Search_UK,2024-06-01,FR,mens
cust_000078,yuki.park.78@example-fake.com,Yuki,Park,2024-06-01T16:56:02,true,540.10,3,klaviyo/email/Drop_Announcement,2024-06-01,NL,mens
cust_000079,blessing.okafor.79@example-fake.com,Blessing,Okafor,2024-06-01T11:03:18,false,535.93,4,google/cpc/Shopping_Hoodies_UK,2024-06-01,GB,mens
cust_000080,chen.sharma.80@example-fake.com,Chen,Sharma,2024-06-01T20:29:26,true,1522.27,7,google/cpc/Shopping_Tees_UK,2024-06-01,GB,mens
cust_000081,blessing.nowak.81@example-fake.com,Blessing,Nowak,2024-06-01T21:57:37,true,162.50,1,google/cpc/Shopping_Tees_UK,2024-06-01,IE,mens
cust_000082,nneka.kowalski.82@example-fake.com,Nneka,Kowalski,2024-06-01T14:15:59,true,55.94,1,facebook/paid_social/Retargeting_AllUsers,2024-06-01,GB,mens
cust_000083,liam.hussain.83@example-fake.com,Liam,Hussain,2024-06-01T19:38:53,true,710.99,4,direct/none/direct,2024-06-01,GB,mens
cust_000084,suki.kumar.84@example-fake.com,Suki,Kumar,2024-06-01T10:10:33,true,417.93,3,instagram/paid_social/Prospecting_Mens_UK,2024-06-01,GB,mens
cust_000085,leo.smith.85@example-fake.com,Leo,Smith,2024-06-01T21:46:08,false,917.51,7,klaviyo/email/Win_Back,2024-06-01,GB,mens
cust_000086,tariq.watanabe.86@example-fake.com,Tariq,Watanabe,2024-06-01T12:51:35,true,625.01,4,facebook/paid_social/Prospecting_Mens_EU,2024-06-01,GB,mens
cust_000087,damilola.ibrahim.87@example-fake.com,Damilola,Ibrahim,2024-06-01T19:49:25,true,635.45,4,organic/organic/direct,2024-06-01,US,mens
cust_000088,kofi.okafor.88@example-fake.com,Kofi,Okafor,2024-06-01T14:01:20,true,57.94,1,facebook/paid_social/Prospecting_Mens_EU,2024-06-01,GB,mens
cust_000089,callum.taylor.89@example-fake.com,Callum,Taylor,2024-06-01T19:14:46,true,571.54,5,facebook/paid_social/Brand_Awareness_UK,2024-06-01,GB,mens
cust_000090,ingrid.martinez.90@example-fake.com,Ingrid,Martinez,2024-06-01T10:29:38,true,209.94,2,direct/none/direct,2024-06-01,GB,mens
cust_000091,james.wilson.91@example-fake.com,James,Wilson,2024-06-01T09:11:52,true,423.62,5,facebook/paid_social/Prospecting_Mens_UK,2024-06-01,GB,mens
cust_000092,zara.osei.92@example-fake.com,Zara,Osei,2024-06-01T19:02:17,true,402.94,3,instagram/paid_social/Retargeting_AllUsers,2024-06-01,GB,mens
cust_000093,stefan.okafor.93@example-fake.com,Stefan,Okafor,2024-06-01T17:06:46,true,642.61,3,google/cpc/Shopping_Hoodies_UK,2024-06-01,GB,mens
cust_000094,eoin.okafor.94@example-fake.com,Eoin,Okafor,2024-06-01T21:45:15,true,900.27,5,google/cpc/Brand_Search_UK,2024-06-01,GB,mens
cust_000095,liam.thompson.95@example-fake.com,Liam,Thompson,2024-06-01T09:29:46,true,578.01,4,google/cpc/PMax_Menswear_UK,2024-06-01,GB,mens
cust_000096,oliver.davies.96@example-fake.com,Oliver,Davies,2024-06-01T21:40:19,true,1094.82,8,direct/none/direct,2024-06-01,GB,mens
cust_000097,dmitri.tanaka.97@example-fake.com,Dmitri,Tanaka,2024-06-01T21:15:16,true,57.94,1,facebook/paid_social/Brand_Awareness_UK,2024-06-01,GB,mens
cust_000098,mei.garcia.98@example-fake.com,Mei,Garcia,2024-06-01T20:01:10,true,254.88,3,google/cpc/Shopping_All_EU,2024-06-01,GB,mens
cust_000099,yusuf.wilson.99@example-fake.com,Yusuf,Wilson,2024-06-01T10:18:15,true,684.94,4,facebook/paid_social/Prospecting_Mens_UK,2024-06-01,GB,mens
cust_000100,hassan.ali.100@example-fake.com,Hassan,Ali,2024-06-01T20:20:59,true,109.72,2,klaviyo/email/Win_Back,2024-06-01,GB,mens
cust_000101,ade.taylor.101@example-fake.com,Ade,Taylor,2024-06-01T19:13:48,true,260.00,2,organic/organic/direct,2024-06-01,GB,mens
cust_000102,adebayo.kim.102@example-fake.com,Adebayo,Kim,2024-06-01T09:47:24,true,357.68,3,klaviyo/email/Drop_Announcement,2024-06-01,GB,mens
cust_000103,nneka.johnson.103@example-fake.com,Nneka,Johnson,2024-06-01T19:48:24,true,528.88,3,direct/none/direct,2024-06-01,GB,mens
cust_000104,chen.thompson.104@example-fake.com,Chen,Thompson,2024-06-01T15:13:24,true,425.50,3,facebook/paid_social/Prospecting_Mens_UK,2024-06-01,GB,mens
cust_000105,raj.wilson.105@example-fake.com,Raj,Wilson,2024-06-01T11:39:43,true,589.68,7,klaviyo/email/Win_Back,2024-06-01,FR,mens
cust_000106,oliver.jones.106@example-fake.com,Oliver,Jones,2024-06-01T18:48:13,false,393.94,3,direct/none/direct,2024-06-01,GB,mens
cust_000107,callum.jones.107@example-fake.com,Callum,Jones,2024-06-01T16:44:47,true,320.88,3,facebook/paid_social/Prospecting_Mens_UK,2024-06-01,GB,mens
cust_000108,ravi.mensah.108@example-fake.com,Ravi,Mensah,2024-06-01T20:03:03,false,600.78,6,tiktok/organic_social/direct,2024-06-01,GB,mens
cust_000109,aoife.wilson.109@example-fake.com,Aoife,Wilson,2024-06-01T16:06:36,true,241.88,3,direct/none/direct,2024-06-01,GB,mens
cust_000110,marta.singh.110@example-fake.com,Marta,Singh,2024-06-01T11:02:49,true,796.44,4,direct/none/direct,2024-06-01,GB,mens
cust_000111,james.martinez.111@example-fake.com,James,Martinez,2024-06-01T15:32:18,true,679.17,3,facebook/paid_social/Prospecting_Mens_EU,2024-06-01,GB,mens
cust_000112,stefan.nowak.112@example-fake.com,Stefan,Nowak,2024-06-01T19:23:53,false,213.94,2,direct/none/direct,2024-06-01,GB,mens
cust_000113,yusuf.tanaka.113@example-fake.com,Yusuf,Tanaka,2024-06-01T12:02:31,true,111.88,2,google/cpc/PMax_Menswear_UK,2024-06-01,GB,mens
cust_000114,liam.martinez.114@example-fake.com,Liam,Martinez,2024-06-01T14:17:19,true,160.83,3,google/cpc/Shopping_Tees_UK,2024-06-01,GB,mens
cust_000115,priya.park.115@example-fake.com,Priya,Park,2024-06-01T16:20:45,true,186.62,2,instagram/paid_social/Brand_Awareness_UK,2024-06-01,GB,mens
cust_000116,patrick.hassan.116@example-fake.com,Patrick,Hassan,2024-06-01T12:37:33,true,438.78,3,facebook/paid_social/Retargeting_AllUsers,2024-06-01,FR,mens
cust_000117,tomasz.larsson.117@example-fake.com,Tomasz,Larsson,2024-06-01T22:31:36,false,443.27,5,google/cpc/Generic_Streetwear_UK,2024-06-01,GB,mens
cust_000118,emeka.evans.118@example-fake.com,Emeka,Evans,2024-06-01T09:06:43,true,478.82,3,facebook/paid_social/Retargeting_AllUsers,2024-06-01,ES,mens
cust_000119,oliver.ali.119@example-fake.com,Oliver,Ali,2024-06-01T08:35:11,true,564.00,2,organic/organic/direct,2024-06-01,GB,mens
cust_000120,jamal.park.120@example-fake.com,Jamal,Park,2024-06-01T10:10:58,false,101.88,2,direct/none/direct,2024-06-01,GB,mens
cust_000121,nadia.hussain.121@example-fake.com,Nadia,Hussain,2024-06-01T11:04:17,true,96.24,2,direct/none/direct,2024-06-01,US,mens
cust_000122,chloe.smith.122@example-fake.com,Chloe,Smith,2024-06-01T20:28:44,true,302.82,4,direct/none/direct,2024-06-01,GB,mens
cust_000123,marta.kowalski.123@example-fake.com,Marta,Kowalski,2024-06-01T21:45:12,true,315.83,2,direct/none/direct,2024-06-01,GB,mens
cust_000124,liam.hussain.124@example-fake.com,Liam,Hussain,2024-06-01T08:55:58,true,499.60,3,direct/none/direct,2024-06-01,NL,mens
cust_000125,liam.nowicki.125@example-fake.com,Liam,Nowicki,2024-06-01T22:12:58,false,378.53,4,instagram/paid_social/Retargeting_AllUsers,2024-06-01,GB,mens
cust_000126,kofi.thompson.126@example-fake.com,Kofi,Thompson,2024-06-01T08:28:48,true,55.94,1,direct/none/direct,2024-06-01,GB,mens
cust_000127,adebayo.fernandez.127@example-fake.com,Adebayo,Fernandez,2024-06-01T10:13:14,false,183.00,1,google/cpc/Generic_Streetwear_UK,2024-06-01,GB,mens
cust_000128,hassan.osei.128@example-fake.com,Hassan,Osei,2024-06-01T08:28:32,true,160.00,1,google/cpc/Shopping_Tees_UK,2024-06-01,GB,mens
cust_000129,stefan.tanaka.129@example-fake.com,Stefan,Tanaka,2024-06-01T19:11:04,false,735.47,9,direct/none/direct,2024-06-01,US,mens
cust_000130,isla.hussain.130@example-fake.com,Isla,Hussain,2024-06-01T11:29:13,false,811.84,8,facebook/paid_social/Prospecting_Mens_UK,2024-06-01,GB,mens
cust_000131,emeka.garcia.131@example-fake.com,Emeka,Garcia,2024-06-01T21:01:00,false,57.94,1,google/cpc/Brand_Search_UK,2024-06-01,GB,mens
cust_000132,adebayo.kowalski.132@example-fake.com,Adebayo,Kowalski,2024-06-01T15:12:30,true,215.88,3,google/cpc/Generic_Streetwear_UK,2024-06-01,GB,mens
cust_000133,raj.taylor.133@example-fake.com,Raj,Taylor,2024-06-01T18:06:39,true,299.82,4,facebook/paid_social/Retargeting_AllUsers,2024-06-01,GB,mens
cust_000134,patrick.park.134@example-fake.com,Patrick,Park,2024-06-01T08:21:04,true,794.73,4,direct/none/direct,2024-06-01,GB,mens
cust_000135,ravi.davies.135@example-fake.com,Ravi,Davies,2024-06-01T16:17:08,true,247.00,1,direct/none/direct,2024-06-01,GB,mens
cust_000136,damilola.park.136@example-fake.com,Damilola,Park,2024-06-01T15:47:44,false,481.66,2,google/cpc/Shopping_Tees_UK,2024-06-01,US,mens
cust_000137,yuki.hussain.137@example-fake.com,Yuki,Hussain,2024-06-01T08:08:47,true,200.36,3,instagram/paid_social/Prospecting_Mens_UK,2024-06-01,GB,mens
cust_000138,jamal.kowalski.138@example-fake.com,Jamal,Kowalski,2024-06-01T09:52:04,false,180.94,2,organic/organic/direct,2024-06-01,GB,mens
cust_000139,daniel.park.139@example-fake.com,Daniel,Park,2024-06-02T14:12:59,false,399.77,3,google/cpc/Shopping_All_EU,2024-06-02,GB,mens
cust_000140,tariq.sharma.140@example-fake.com,Tariq,Sharma,2024-06-02T14:19:01,true,433.58,5,google/cpc/PMax_Menswear_UK,2024-06-02,GB,mens
cust_000141,ama.jones.141@example-fake.com,Ama,Jones,2024-06-02T15:26:16,true,295.00,1,facebook/paid_social/Prospecting_Mens_UK,2024-06-02,GB,mens
cust_000142,aisha.mensah.142@example-fake.com,Aisha,Mensah,2024-06-02T17:48:55,true,285.94,2,facebook/paid_social/Retargeting_AllUsers,2024-06-02,GB,mens
cust_000143,mei.wilson.143@example-fake.com,Mei,Wilson,2024-06-02T10:36:37,true,140.00,1,direct/none/direct,2024-06-02,GB,mens
cust_000144,arjun.williams.144@example-fake.com,Arjun,Williams,2024-06-02T22:08:30,true,144.00,1,instagram/paid_social/Prospecting_Mens_UK,2024-06-02,GB,mens
cust_000145,liam.ahmed.145@example-fake.com,Liam,Ahmed,2024-06-02T10:14:19,false,828.40,6,facebook/paid_social/Prospecting_Mens_UK,2024-06-02,GB,mens
cust_000146,eoin.thompson.146@example-fake.com,Eoin,Thompson,2024-06-02T18:16:36,false,750.22,5,organic/organic/direct,2024-06-02,GB,mens
cust_000147,arjun.adeyemi.147@example-fake.com,Arjun,Adeyemi,2024-06-02T19:00:09,true,912.97,8,tiktok/organic_social/direct,2024-06-02,US,mens
cust_000148,suki.patel.148@example-fake.com,Suki,Patel,2024-06-02T16:21:15,true,55.94,1,klaviyo/email/Welcome_Flow,2024-06-02,GB,mens
cust_000149,marta.brown.149@example-fake.com,Marta,Brown,2024-06-02T14:33:09,true,316.88,3,google/cpc/Shopping_Tees_UK,2024-06-02,GB,mens
cust_000150,elena.garcia.150@example-fake.com,Elena,Garcia,2024-06-02T11:08:10,false,194.94,2,tiktok/organic_social/direct,2024-06-02,GB,mens
cust_000151,tomasz.kumar.151@example-fake.com,Tomasz,Kumar,2024-06-02T16:00:48,true,798.44,3,tiktok/organic_social/direct,2024-06-02,GB,mens
cust_000152,ewa.adeyemi.152@example-fake.com,Ewa,Adeyemi,2024-06-02T16:07:00,true,385.99,2,facebook/paid_social/Brand_Awareness_UK,2024-06-02,GB,mens
cust_000153,marcus.kumar.153@example-fake.com,Marcus,Kumar,2024-06-02T13:11:57,true,268.27,3,organic/organic/direct,2024-06-02,DE,mens
cust_000154,idris.rossi.154@example-fake.com,Idris,Rossi,2024-06-02T14:44:36,true,49.95,1,instagram/paid_social/Prospecting_Mens_UK,2024-06-02,NL,mens
cust_000155,ewa.johnson.155@example-fake.com,Ewa,Johnson,2024-06-02T20:17:58,false,116.88,2,facebook/paid_social/Prospecting_Mens_EU,2024-06-02,GB,mens
cust_000156,callum.adeyemi.156@example-fake.com,Callum,Adeyemi,2024-06-02T09:07:21,true,491.62,5,instagram/paid_social/Prospecting_Mens_EU,2024-06-02,GB,mens
cust_000157,patrick.jones.157@example-fake.com,Patrick,Jones,2024-06-02T16:01:04,true,117.88,2,google/cpc/PMax_Menswear_UK,2024-06-02,GB,mens
cust_000158,nina.kim.158@example-fake.com,Nina,Kim,2024-06-02T21:11:43,true,652.55,5,facebook/paid_social/Retargeting_AllUsers,2024-06-02,GB,mens
cust_000159,liam.lopez.159@example-fake.com,Liam,Lopez,2024-06-02T12:09:47,false,149.95,2,facebook/paid_social/Prospecting_Mens_UK,2024-06-02,GB,mens
cust_000160,adebayo.park.160@example-fake.com,Adebayo,Park,2024-06-02T08:08:15,false,53.94,1,facebook/paid_social/Retargeting_AllUsers,2024-06-02,GB,mens
cust_000161,ewa.jones.161@example-fake.com,Ewa,Jones,2024-06-02T10:09:44,false,717.77,5,google/cpc/PMax_Menswear_UK,2024-06-02,IT,mens
cust_000162,emeka.hussain.162@example-fake.com,Emeka,Hussain,2024-06-02T21:51:20,true,1180.53,9,klaviyo/email/Drop_Announcement,2024-06-02,GB,mens
cust_000163,blessing.thompson.163@example-fake.com,Blessing,Thompson,2024-06-02T19:47:37,false,150.00,1,organic/organic/direct,2024-06-02,GB,mens
cust_000164,james.chen.164@example-fake.com,James,Chen,2024-06-02T16:41:08,false,193.70,2,facebook/paid_social/Prospecting_Mens_UK,2024-06-02,IE,mens
cust_000165,hassan.davies.165@example-fake.com,Hassan,Davies,2024-06-02T08:08:20,true,1015.28,8,klaviyo/email/Restock_Alert,2024-06-02,GB,mens
cust_000166,daniel.ahmed.166@example-fake.com,Daniel,Ahmed,2024-06-02T11:17:30,false,230.05,3,klaviyo/email/Abandoned_Cart,2024-06-02,DE,mens
cust_000167,patrick.adeyemi.167@example-fake.com,Patrick,Adeyemi,2024-06-02T18:49:09,true,428.66,3,direct/none/direct,2024-06-02,GB,mens
cust_000168,chioma.chen.168@example-fake.com,Chioma,Chen,2024-06-02T19:08:12,true,623.50,3,google/cpc/Brand_Search_UK,2024-06-02,GB,mens
